1,0.43143,0.44555,1,1,1,2,4,0.5,0,0,4,0,0,0.5,0
2,0.54064,0.43987,1,1,2,3,5,0.26579,0,1,4,0,0,0.76579,1
3,0,0,2,1,0,2,0,0,0,2,4,1,0,0.76579,2
4,0,0.55944,3,1,0,3,5,0.024798,0,2,4,0,0,0.79058,3
5,0,0,2,1,0,2,0,0,0,3,4,1,0,0.79058,4
6,0,0,1,1,0,0,0,0,0,3,4,1,0,0.79058,5
7,0,0.61475,2,1,0,2,4,0.88601,0,3,4,0,0,1.6766,6
8,0.5753,0.45946,1,1,1,2,4,0.95997,0,4,4,0,0,2.6366,7
9,0.49075,0.41485,1,1,1,2,4,0.92956,0,5,4,0,0,3.5661,8
10,0,0,3,1,0,3,0,0,0,6,4,1,0,3.5661,9
11,0.62127,0.60186,1,1,1,2,4,0.40875,0,6,4,0,0,3.9749,10
12,0,0.62799,2,1,0,2,4,0.52697,0,7,4,0,0,4.5018,11
13,0.6481,0.41955,1,1,2,3,5,0.25726,0,8,4,0,0,4.7591,12
14,0,0,1,1,0,0,0,0,1,0,4,1,0,4.7591,13
15,0,0.6308,3,1,0,3,4,0.87292,1,0,4,0,0,5.632,14
16,0.49594,0.33015,1,1,2,3,4,0.90337,1,1,4,0,0,6.5354,15
17,0,0.61285,2,1,0,2,5,0.22747,1,2,4,0,0,6.7628,16
18,0,0.58394,3,1,0,3,4,0.92937,1,3,4,0,0,7.6922,17
19,0,0,2,1,0,2,0,0,1,4,4,1,0,7.6922,18
20,0,0.65158,2,1,0,2,5,0.18877,1,4,4,0,0,7.881,19
21,0.48786,0.32181,1,1,2,3,4,0.76281,1,5,4,0,0,8.6438,20
22,0.56216,0.37659,1,1,2,3,4,0.76976,1,6,4,0,0,9.4136,21
23,0.51584,0.37076,1,1,2,3,4,0.61527,1,7,4,0,0,10.029,22
24,0.49306,0.49928,1,1,2,3,4,0.78583,1,8,4,0,0,10.815,23
25,0,0,3,1,0,3,0,0,1,9,4,1,0,10.815,24
26,0,0.55978,3,1,0,3,4,0.98918,1,9,4,0,0,11.804,25
27,0.51555,0.38039,1,1,2,3,5,0.017461,0,0,4,0,0,11.821,26
28,0,0.55815,2,1,0,2,4,0.73791,0,1,4,0,0,12.559,27
29,0.56688,0.34314,1,1,1,2,4,0.93773,0,2,4,0,0,13.497,28
30,0.68243,0.38553,1,1,1,2,4,0.92943,0,3,4,0,0,14.426,29
31,0.57334,0.37496,1,1,1,2,4,0.98219,0,4,4,0,0,15.409,30
32,0.62557,0.30474,1,1,1,2,4,0.99542,0,5,4,0,0,16.404,31
33,0.50829,0.29188,1,1,1,2,4,0.92331,0,6,4,0,0,17.327,32
34,0.57788,0.28793,1,1,1,2,4,0.9688,0,7,4,0,0,18.296,33
35,0,0.58998,2,1,0,2,4,0.66773,0,8,4,0,0,18.964,34
36,0,0.70641,3,1,0,3,4,0.46333,1,0,4,0,0,19.427,35
