1,0.3675,0.4647,1,1,2,3,5,0.5,0,0,5,0,0,0.5,0
2,0,0.71824,2,1,0,2,4,0.45948,0,1,5,0,0,0.95948,1
3,0.48732,0.39483,1,1,2,3,5,0.36032,0,2,5,0,0,1.3198,2
4,0,0.74098,2,1,0,2,4,0.31112,0,3,5,0,0,1.6309,3
5,0,0.56042,3,1,0,3,5,0.73747,0,4,5,0,0,2.3684,4
6,0.52082,0.29407,1,1,2,3,5,0.82151,0,5,5,0,0,3.1899,5
7,0.55056,0.40712,1,1,2,3,5,0.70778,0,6,5,0,0,3.8977,6
8,0,0.61755,3,1,0,3,5,0.76295,0,7,5,0,0,4.6606,7
9,0,0.67423,2,1,0,2,5,0.49834,1,0,5,0,0,5.159,8
10,0.65506,0.37341,1,1,2,3,4,0.10285,1,1,5,0,0,5.2618,9
11,0,0.62766,2,1,0,2,5,0.9841,1,2,5,0,0,6.2459,10
12,0.73377,0.35978,1,1,2,3,4,0.041873,1,3,5,0,0,6.2878,11
13,0,0.48808,2,1,0,2,5,0.92363,1,4,5,0,0,7.2114,12
14,0,0,1,1,0,0,0,0,1,5,5,1,0,7.2114,13
15,0.57901,0.39144,1,1,1,2,5,0.56424,1,5,5,0,0,7.7757,14
16,0,0,1,1,0,0,0,0,1,6,5,1,0,7.7757,15
17,0,0.62199,3,1,0,3,4,0.31877,1,6,5,0,0,8.0944,16
18,0,0.59049,3,1,0,3,4,0.56868,1,7,5,0,0,8.6631,17
19,0,0,1,1,0,0,0,0,1,8,5,1,0,8.6631,18
20,0.42887,0.41162,1,1,1,2,5,0.46974,1,8,5,0,0,9.1329,19
21,0,0.71924,2,1,0,2,5,0.75865,1,9,5,0,0,9.8915,20
22,0,0.58163,3,1,0,3,5,0.8761,0,0,5,0,0,10.768,21
23,0,0.43797,3,1,0,3,5,0.83404,0,1,5,0,0,11.602,22
24,0,0.47991,3,1,0,3,5,0.91098,0,2,5,0,0,12.513,23
25,0.5892,0.33022,1,1,2,3,5,0.9683,0,3,5,0,0,13.481,24
26,0,0.54709,3,1,0,3,5,0.98728,0,4,5,0,0,14.468,25
27,0.63393,0.33752,1,1,2,3,5,0.96338,0,5,5,0,0,15.432,26
28,0,0.64558,2,1,0,2,4,0.20182,0,6,5,0,0,15.633,27
29,0,0.45421,3,1,0,3,5,0.98903,0,7,5,0,0,16.622,28
30,0.5754,0.30141,1,1,2,3,4,0.093644,1,0,5,0,0,16.716,29
31,0,0.58578,3,1,0,3,4,0.23235,1,1,5,0,0,16.948,30
32,0,0.62336,2,1,0,2,5,0.88136,1,2,5,0,0,17.83,31
33,0.63454,0.32017,1,1,1,2,5,0.8694,1,3,5,0,0,18.699,32
34,0,0.63235,3,1,0,3,4,0.274,1,4,5,0,0,18.973,33
35,0.50828,0.28692,1,1,1,2,5,0.85521,1,5,5,0,0,19.828,34
36,0.47768,0.37979,1,1,1,2,5,0.84063,1,6,5,0,0,20.669,35
37,0,0.60131,2,1,0,2,5,0.6197,1,7,5,0,0,21.289,36
38,0.44265,0.30406,1,1,1,2,4,0.058589,0,0,5,0,0,21.347,37
39,0,0.553,3,1,0,3,5,0.8691,0,1,5,0,0,22.216,38
40,0,0.7427,2,1,0,2,4,0.04435,0,2,5,0,0,22.261,39
41,0,0.63501,2,1,0,2,4,0.066481,0,3,5,0,0,22.327,40
42,0,0.68231,2,1,0,2,4,0.9839,0,4,4,0,0,23.311,0
43,0,0.51219,3,1,0,3,5,0.15038,0,5,4,0,0,23.462,1
44,0.63676,0.35719,1,1,1,2,4,0.94546,0,6,4,0,0,24.407,2
45,0,0.61635,2,1,0,2,5,0.005766,1,0,4,0,0,24.413,3
46,0,0.62758,3,1,0,3,4,0.99752,1,1,4,0,0,25.41,4
47,0,0,1,1,0,0,0,0,1,2,4,1,0,25.41,5
48,0.67462,0.44141,1,1,2,3,4,0.90461,1,2,4,0,0,26.315,6
49,0.52865,0.41119,1,1,2,3,4,0.9149,1,3,4,0,0,27.23,7
50,0,0.66575,2,1,0,2,5,0.21982,1,4,4,0,0,27.45,8
51,0,0,3,1,0,3,0,0,1,5,4,1,0,27.45,9
52,0.71456,0.43404,1,1,2,3,4,0.99371,1,5,4,0,0,28.443,10
53,0,0.54465,3,1,0,3,4,0.97579,1,6,4,0,0,29.419,11
54,0.58463,0.34899,1,1,2,3,4,0.79368,1,7,4,0,0,30.213,12
55,0,0.59342,3,1,0,3,5,0.12812,0,0,4,0,0,30.341,13
56,0,0,1,1,0,0,0,0,0,1,4,1,0,30.341,14
57,0.47902,0.35616,1,1,1,2,4,0.92124,0,1,4,0,0,31.262,15
58,0,0.62299,2,1,0,2,4,0.71859,0,2,4,0,0,31.981,16
59,0,0.57703,3,1,0,3,5,0.19607,0,3,4,0,0,32.177,17
60,0.62836,0.58461,1,1,1,2,4,0.97751,0,4,4,0,0,33.154,18
61,0.64928,0.57255,1,1,1,2,4,0.8269,0,5,4,0,0,33.981,19
62,0.436,0.37557,1,1,1,2,4,0.81397,0,6,4,0,0,34.795,20
63,0.4537,0.42639,1,1,1,2,4,0.94521,0,7,4,0,0,35.74,21
64,0.62371,0.37369,1,1,1,2,5,0.005752,1,0,4,0,0,35.746,22
65,0,0.58195,2,1,0,2,5,0.24115,1,1,4,0,0,35.987,23
66,0,0.67509,3,1,0,3,4,0.49797,1,2,4,0,0,36.485,24
67,0,0.50281,3,1,0,3,4,0.594,1,3,4,0,0,37.079,25
