1,0.57888,0.56524,1,1,2,3,5,0.5,0,0,5,0,0,0.5,0
2,0,0.64928,3,1,0,3,5,0.76623,0,1,5,0,0,1.2662,1
3,0,0.56462,2,1,0,2,4,0.52225,0,2,5,0,0,1.7885,2
4,0.69254,0.35304,1,1,1,2,4,0.83611,0,3,5,0,0,2.6246,3
5,0,0.58369,3,1,0,3,5,0.32988,0,4,5,0,0,2.9545,4
6,0,0.44954,3,1,0,3,5,0.29018,0,5,5,0,0,3.2447,5
7,0,0.63946,2,1,0,2,4,0.47752,0,6,5,0,0,3.7222,6
8,0.58303,0.35881,1,1,1,2,4,0.19212,0,7,5,0,0,3.9143,7
9,0,0,2,1,0,2,0,0,1,0,5,1,0,3.9143,8
10,0,0.62689,3,1,0,3,4,0.01023,1,0,5,0,0,3.9245,9
11,0.68921,0.3949,1,1,1,2,5,0.71504,1,1,5,0,0,4.6396,10
12,0.6569,0.38183,1,1,1,2,5,0.76412,1,2,5,0,0,5.4037,11
13,0.73742,0.4409,1,1,2,3,4,0.34,1,3,5,0,0,5.7437,12
14,0.54239,0.39404,1,1,1,2,5,0.73349,1,4,5,0,0,6.4772,13
15,0,0,2,1,0,2,0,0,1,5,5,1,0,6.4772,14
16,0.70254,0.30198,1,1,1,2,5,0.73628,1,5,5,0,0,7.2135,15
17,0.62611,0.40457,1,1,1,2,5,0.91369,1,6,5,0,0,8.1271,16
18,0,0.72033,2,1,0,2,5,0.8777,1,7,5,0,0,9.0048,17
19,0.74605,0.3319,1,1,1,2,5,0.99233,1,8,5,0,0,9.9972,18
20,0.73194,0.36797,1,1,2,3,4,0.28409,1,9,5,0,0,10.281,19
21,0.64352,0.33411,1,1,1,2,4,0.25991,0,0,5,0,0,10.541,20
22,0,0.61779,3,1,0,3,5,0.64932,0,1,5,0,0,11.19,21
23,0.56052,0.41852,1,1,2,3,5,0.74853,0,2,5,0,0,11.939,22
24,0,0.56661,3,1,0,3,5,0.61281,0,3,5,0,0,12.552,23
25,0.5427,0.37793,1,1,1,2,4,0.24137,0,4,5,0,0,12.793,24
26,0,0,2,1,0,2,0,0,0,5,5,1,0,12.793,25
27,0,0.64369,3,1,0,3,5,0.44712,0,5,5,0,0,13.24,26
28,0.56576,0.50173,1,1,1,2,4,0.31461,0,6,5,0,0,13.555,27
29,0,0.63936,3,1,0,3,5,0.55576,0,7,5,0,0,14.111,28
30,0.56317,0.33155,1,1,1,2,4,0.34525,0,8,5,0,0,14.456,29
31,0.59686,0.40111,1,1,2,3,4,0.16237,1,0,5,0,0,14.618,30
32,0,0.5975,3,1,0,3,4,0.066979,1,1,5,0,0,14.685,31
33,0,0.59842,3,1,0,3,4,0.013166,1,2,5,0,0,14.698,32
34,0.55393,0.36456,1,1,1,2,5,0.98001,1,3,5,0,0,15.678,33
35,0.52873,0.33223,1,1,1,2,5,0.76893,1,4,5,0,0,16.447,34
36,0,0.55378,3,1,0,3,4,0.20198,1,5,5,0,0,16.649,35
37,0.45716,0.28781,1,1,1,2,5,0.9687,1,6,5,0,0,17.618,36
38,0.44567,0.26821,1,1,1,2,5,0.93775,1,7,5,0,0,18.556,37
39,0.42666,0.35635,1,1,1,2,4,0.005792,0,0,5,0,0,18.562,38
40,0,0.58767,3,1,0,3,5,0.97204,0,1,5,0,0,19.534,39
41,0.5778,0.38217,1,1,1,2,4,0.08935,0,2,5,0,0,19.623,40
42,0,0.70831,2,1,0,2,4,0.23323,0,3,5,0,0,19.856,41
43,0.55038,0.35423,1,1,1,2,4,0.95521,0,4,4,0,0,20.811,0
44,0,0.56469,3,1,0,3,5,0.059251,0,5,4,0,0,20.871,1
45,0,0.60347,2,1,0,2,4,0.90982,0,6,4,0,0,21.781,2
46,0.54312,0.27805,1,1,1,2,4,0.69265,0,7,4,0,0,22.473,3
47,0,0.62028,3,1,0,3,4,0.77949,1,0,4,0,0,23.253,4
48,0,0.5859,3,1,0,3,4,0.7223,1,1,4,0,0,23.975,5
49,0,0.50491,3,1,0,3,4,0.69712,1,2,4,0,0,24.672,6
50,0,0.65298,2,1,0,2,5,0.08889,1,3,4,0,0,24.761,7
51,0.61861,0.50698,1,1,1,2,5,0.050549,1,4,4,0,0,24.811,8
52,0.69239,0.61913,1,1,1,2,5,0.014551,1,5,4,0,0,24.826,9
53,0.69244,0.32056,1,1,2,3,4,0.9303,1,6,4,0,0,25.756,10
54,0,0,2,1,0,2,0,0,1,7,4,1,0,25.756,11
55,0,0.45568,3,1,0,3,4,0.70878,1,7,4,0,0,26.465,12
56,0,0.56771,3,1,0,3,4,0.9803,1,8,4,0,0,27.445,13
57,0,0.64183,2,1,0,2,4,0.83368,0,0,4,0,0,28.279,14
58,0,0.54778,3,1,0,3,5,0.22038,0,1,4,0,0,28.499,15
59,0,0,1,1,0,0,0,0,0,2,4,1,0,28.499,16
60,0.52134,0.49097,1,1,2,3,5,0.067768,0,2,4,0,0,28.567,17
61,0,0.51786,2,1,0,2,4,0.95087,0,3,4,0,0,29.518,18
62,0,0.49372,3,1,0,3,5,0.19541,0,4,4,0,0,29.714,19
63,0,0.63442,2,1,0,2,4,0.98569,0,5,4,0,0,30.699,20
